pid,label
daytimex_1104699628.Mon.Jan.03_07_00_28.AEST.2005.narrabn.c5.jpg,TBR
daytimex_1336770028.Sat.May.12_07_00_28.AEST.2012.narrabn.c5.jpg,TBR
daytimex_1232485228.Wed.Jan.21_07_00_28.AEST.2009.narrabn.c5.jpg,TBR
daytimex_1320699628.Tue.Nov.08_07_00_28.AEST.2011.narrabn.c5.jpg,LTT
daytimex_1233608428.Tue.Feb.03_07_00_28.AEST.2009.narrabn.c5.jpg,LTT
daytimex_1311627628.Tue.Jul.26_07_00_28.AEST.2011.narrabn.c5.jpg,RBB
daytimex_1110488428.Fri.Mar.11_07_00_28.AEST.2005.narrabn.c5.jpg,LTT
daytimex_1206997228.Tue.Apr.01_07_00_28.AEST.2008.narrabn.c5.jpg,Ref
daytimex_1154120427.Sat.Jul.29_07_00_27.AEST.2006.narrabn.c5.jpg,LBT
daytimex_1113598827.Sat.Apr.16_07_00_27.AEST.2005.narrabn.c5.jpg,TBR
daytimex_1243198828.Mon.May.25_07_00_28.AEST.2009.narrabn.c5.jpg,LTT
daytimex_1096492844.Thu.Sep.30_07_20_44.AEST.2004.narrabn.c5.jpg,LTT
daytimex_1264194027.Sat.Jan.23_07_00_27.AEST.2010.narrabn.c5.jpg,LTT
daytimex_1407358807.Thu.Aug.07_07_00_07.AEST.2014.narrabn.c5.jpg,LTT
daytimex_1144702827.Tue.Apr.11_07_00_27.AEST.2006.narrabn.c5.jpg,RBB
daytimex_1322686827.Thu.Dec.01_07_00_27.AEST.2011.narrabn.c5.jpg,LBT
daytimex_1262379627.Sat.Jan.02_07_00_27.AEST.2010.narrabn.c5.jpg,RBB
daytimex_1285362027.Sat.Sep.25_07_00_27.AEST.2010.narrabn.c5.jpg,LTT
daytimex_1362690026.Fri.Mar.08_07_00_26.AEST.2013.narrabn.c5.jpg,Ref
daytimex_1149195628.Fri.Jun.02_07_00_28.AEST.2006.narrabn.c5.jpg,Ref
daytimex_1212181227.Sat.May.31_07_00_27.AEST.2008.narrabn.c5.jpg,Ref
daytimex_1389992427.Sat.Jan.18_07_00_27.AEST.2014.narrabn.c5.jpg,RBB
daytimex_1243976428.Wed.Jun.03_07_00_28.AEST.2009.narrabn.c5.jpg,Ref
daytimex_1125781227.Sun.Sep.04_07_00_27.AEST.2005.narrabn.c5.jpg,RBB
daytimex_1115499628.Sun.May.08_07_00_28.AEST.2005.narrabn.c5.jpg,Ref
daytimex_1363899627.Fri.Mar.22_07_00_27.AEST.2013.narrabn.c5.jpg,LBT
daytimex_1257195628.Tue.Nov.03_07_00_28.AEST.2009.narrabn.c5.jpg,TBR
daytimex_1263675627.Sun.Jan.17_07_00_27.AEST.2010.narrabn.c5.jpg,TBR
daytimex_1349384427.Fri.Oct.05_07_00_27.AEST.2012.narrabn.c5.jpg,LTT
daytimex_1219179627.Wed.Aug.20_07_00_27.AEST.2008.narrabn.c5.jpg,TBR
daytimex_1188853227.Tue.Sep.04_07_00_27.AEST.2007.narrabn.c5.jpg,TBR
daytimex_1322600427.Wed.Nov.30_07_00_27.AEST.2011.narrabn.c5.jpg,LBT
daytimex_1192309228.Sun.Oct.14_07_00_28.AEST.2007.narrabn.c5.jpg,LTT
daytimex_1328389227.Sun.Feb.05_07_00_27.AEST.2012.narrabn.c5.jpg,TBR
daytimex_1295557227.Fri.Jan.21_07_00_27.AEST.2011.narrabn.c5.jpg,TBR
daytimex_1346533227.Sun.Sep.02_07_00_27.AEST.2012.narrabn.c5.jpg,TBR
daytimex_1414357207.Mon.Oct.27_07_00_07.AEST.2014.narrabn.c5.jpg,TBR
daytimex_1249592428.Fri.Aug.07_07_00_28.AEST.2009.narrabn.c5.jpg,LTT
daytimex_1308430828.Sun.Jun.19_07_00_28.AEST.2011.narrabn.c5.jpg,TBR
daytimex_1386536428.Mon.Dec.09_07_00_28.AEST.2013.narrabn.c5.jpg,TBR
daytimex_1413493206.Fri.Oct.17_07_00_06.AEST.2014.narrabn.c5.jpg,RBB
daytimex_1191790827.Mon.Oct.08_07_00_27.AEST.2007.narrabn.c5.jpg,LTT
daytimex_1198875628.Sat.Dec.29_07_00_28.AEST.2007.narrabn.c5.jpg,TBR
daytimex_1136062828.Sun.Jan.01_07_00_28.AEST.2006.narrabn.c5.jpg,TBR
daytimex_1358283627.Wed.Jan.16_07_00_27.AEST.2013.narrabn.c5.jpg,LTT
daytimex_1369515627.Sun.May.26_07_00_27.AEST.2013.narrabn.c5.jpg,TBR
daytimex_1166994028.Mon.Dec.25_07_00_28.AEST.2006.narrabn.c5.jpg,TBR
daytimex_1244494828.Tue.Jun.09_07_00_28.AEST.2009.narrabn.c5.jpg,Ref
daytimex_1365282027.Sun.Apr.07_07_00_27.AEST.2013.narrabn.c5.jpg,Ref
daytimex_1189890028.Sun.Sep.16_07_00_28.AEST.2007.narrabn.c5.jpg,RBB
daytimex_1164488428.Sun.Nov.26_07_00_28.AEST.2006.narrabn.c5.jpg,LTT
daytimex_1199912427.Thu.Jan.10_07_00_27.AEST.2008.narrabn.c5.jpg,LBT
daytimex_1344286827.Tue.Aug.07_07_00_27.AEST.2012.narrabn.c5.jpg,TBR
daytimex_1178571627.Tue.May.08_07_00_27.AEST.2007.narrabn.c5.jpg,Ref
daytimex_1271278827.Thu.Apr.15_07_00_27.AEST.2010.narrabn.c5.jpg,LTT
daytimex_1297803627.Wed.Feb.16_07_00_27.AEST.2011.narrabn.c5.jpg,LTT
daytimex_1364590827.Sat.Mar.30_07_00_27.AEST.2013.narrabn.c5.jpg,RBB
daytimex_1209589228.Thu.May.01_07_00_28.AEST.2008.narrabn.c5.jpg,TBR
daytimex_1421803807.Wed.Jan.21_11_30_07.AEST.2015.narrabn.c5.jpg,LTT
daytimex_1425850207.Mon.Mar.09_07_30_07.AEST.2015.narrabn.c5.jpg,RBB
daytimex_1415221206.Thu.Nov.06_07_00_06.AEST.2014.narrabn.c5.jpg,LBT
daytimex_1105822828.Sun.Jan.16_07_00_28.AEST.2005.narrabn.c5.jpg,LBT
daytimex_1278795628.Sun.Jul.11_07_00_28.AEST.2010.narrabn.c5.jpg,LTT
daytimex_1286485227.Fri.Oct.08_07_00_27.AEST.2010.narrabn.c5.jpg,TBR
daytimex_1305579627.Tue.May.17_07_00_27.AEST.2011.narrabn.c5.jpg,LTT
daytimex_1363208427.Thu.Mar.14_07_00_27.AEST.2013.narrabn.c5.jpg,LBT
daytimex_1352494827.Sat.Nov.10_07_00_27.AEST.2012.narrabn.c5.jpg,RBB
daytimex_1352667627.Mon.Nov.12_07_00_27.AEST.2012.narrabn.c5.jpg,TBR
daytimex_1396386028.Wed.Apr.02_07_00_28.AEST.2014.narrabn.c5.jpg,LTT
daytimex_1426642207.Wed.Mar.18_11_30_07.AEST.2015.narrabn.c5.jpg,LTT
daytimex_1362603627.Thu.Mar.07_07_00_27.AEST.2013.narrabn.c5.jpg,Ref
daytimex_1124485228.Sat.Aug.20_07_00_28.AEST.2005.narrabn.c5.jpg,Ref
daytimex_1393880427.Tue.Mar.04_07_00_27.AEST.2014.narrabn.c5.jpg,LTT
daytimex_1178312428.Sat.May.05_07_00_28.AEST.2007.narrabn.c5.jpg,Ref
daytimex_1391288428.Sun.Feb.02_07_00_28.AEST.2014.narrabn.c5.jpg,TBR
daytimex_1252184428.Sun.Sep.06_07_00_28.AEST.2009.narrabn.c5.jpg,LTT
daytimex_1327093228.Sat.Jan.21_07_00_28.AEST.2012.narrabn.c5.jpg,RBB
daytimex_1210194028.Thu.May.08_07_00_28.AEST.2008.narrabn.c5.jpg,LTT
daytimex_1396990828.Wed.Apr.09_07_00_28.AEST.2014.narrabn.c5.jpg,LTT
daytimex_1331499627.Mon.Mar.12_07_00_27.AEST.2012.narrabn.c5.jpg,TBR
daytimex_1137186027.Sat.Jan.14_07_00_27.AEST.2006.narrabn.c5.jpg,TBR
daytimex_1203886827.Mon.Feb.25_07_00_27.AEST.2008.narrabn.c5.jpg,RBB
daytimex_1332795628.Tue.Mar.27_07_00_28.AEST.2012.narrabn.c5.jpg,TBR
daytimex_1368478827.Tue.May.14_07_00_27.AEST.2013.narrabn.c5.jpg,TBR
daytimex_1390424427.Thu.Jan.23_07_00_27.AEST.2014.narrabn.c5.jpg,TBR
daytimex_1269291628.Tue.Mar.23_07_00_28.AEST.2010.narrabn.c5.jpg,LTT
daytimex_1382302828.Mon.Oct.21_07_00_28.AEST.2013.narrabn.c5.jpg,TBR
daytimex_1366491627.Sun.Apr.21_07_00_27.AEST.2013.narrabn.c5.jpg,LBT
daytimex_1218920428.Sun.Aug.17_07_00_28.AEST.2008.narrabn.c5.jpg,LTT
